roomID,roomName,capacity,buildingID,buildingID_exists
932,MHL2 1,75,193,0
933,SWB1 3,125,211,0
934,HH1 1,50,185,0
935,MHR1 2,25,26,0
936,VWNB1 3,75,798,0
937,CAPG4 1,150,553,0
938,CMH5 1,50,977,0
939,DWWB2 2,150,335,0
940,MHR5 2,100,950,0
941,DWV2 1,100,673,0
942,HA1 1,125,206,0
943,HLH2 2,175,167,0
944,PR2 2,100,277,0
945,PSB3 1,100,958,0
946,VWWB4 1,150,790,0
947,MAC1 1,75,27,0
948,CAPNB8 3,200,898,0
949,HLH1 1,175,126,0
950,MHR1 3,200,26,0
951,HH3 2,100,888,0
952,CH2 1,25,389,0
953,CAPS3 3,200,457,0
954,FL2 3,100,408,0
955,CAPA4 1,175,210,0
956,ESB5 1,50,604,0
957,CMLH1 1,75,95,0
958,ALH2 2,50,518,0
959,HL1 1,100,166,0
960,CLNB2 2,200,123,0
961,SNB6 2,150,758,0
962,PWB5 2,150,767,0
963,DPH6 2,100,425,0
964,JAC1 4,50,215,0
965,MWB3 2,150,818,0
966,JAH1 1,125,489,0
967,VWWB3 2,50,520,0
968,DWLH1 2,200,967,0
969,CNB1 2,25,16,0
970,CH2 2,175,389,0
971,FSB3 3,50,409,0
972,MAG3 2,150,363,0
973,SC6 3,125,968,0
974,PEB2 2,50,856,0
975,CH4 1,125,444,0
976,IGNB3 2,50,234,0
977,DPNB5 2,175,666,0
978,CMG3 2,200,896,0
979,CNB1 3,125,16,0
980,DPC2 1,150,747,0
981,FWB1 1,75,46,0
982,HC3 3,100,867,0
983,AA1 3,25,181,0
984,VWS1 2,75,131,0
985,MEB1 5,200,143,0
986,CB1 2,25,780,0
987,MHA1 4,100,62,0
988,CLB3 2,125,887,0
989,CAPWB2 1,175,380,0
990,IGNWB3 1,75,843,0
991,EG3 2,75,429,0
992,EWB1 1,75,178,0
993,AA3 2,75,759,0
994,JAV1 1,50,373,0
995,IGNV3 1,75,805,0
996,MAA1 2,200,30,0
997,MG2 1,125,208,0
998,CAPEB3 1,150,413,0
999,FL4 1,125,930,0
1000,DPNB4 1,150,636,0
1001,CLEB1 3,25,29,0
1002,MS1 2,25,339,0
1003,AG7 3,200,910,0
1004,MLH1 2,75,35,0
1005,CG5 1,175,935,0
1006,MAEB1 1,175,47,0
1007,CB1 3,75,780,0
1008,CML1 1,50,161,0
1009,IGNB1 2,150,15,0
1010,FC7 3,100,918,0
1011,EA1 1,175,94,0
1012,CAPC1 2,50,67,0
1013,AB4 2,200,991,0
1014,FLH2 4,175,475,0
1015,JALH1 2,200,876,0
1016,MAA2 2,25,137,0
1017,CAPWB1 3,200,318,0
1018,CG1 1,125,480,0
1019,VWS1 3,150,131,0
1020,MR2 3,150,672,0
1021,DWV5 1,50,979,0
1022,JAH1 2,200,489,0
1023,PLH2 1,100,766,0
1024,DPSB2 1,100,128,0
1025,CAPNB5 2,75,527,0
1026,PNB4 1,75,824,0
1027,DWH1 4,50,230,0
1028,CLV6 1,50,761,0
1029,JAS3 1,175,734,0
1030,DPNB3 4,50,289,0
1031,PG3 2,100,255,0
1032,FC3 1,75,256,0
1033,DPC2 2,125,747,0
1034,MHSB4 4,200,336,0
1035,ES3 3,125,684,0
1036,MHL4 2,75,778,0
1037,DWWB2 3,175,335,0
1038,MHL3 2,75,383,0
1039,SB2 1,25,593,0
1040,JAH4 4,175,765,0
1041,MWB2 2,25,647,0
1042,AS5 1,100,813,0
1043,IGNG2 2,25,186,0
1044,CMC1 5,25,146,0
1045,VWR3 2,100,855,0
1046,MAC2 2,175,165,0
1047,MHLH1 3,25,330,0
1048,CAPLH3 1,200,585,0
1049,ALH4 2,150,495,0
1050,AEB1 3,175,192,0
1051,VWA4 2,100,462,0
1052,CAPSB2 2,125,464,0
1053,SLH5 2,200,558,0
1054,CH1 3,125,120,0
1055,MNB1 4,150,671,0
1056,VWV2 4,75,345,0
1057,IGNLH1 3,150,261,0
1058,PSB2 1,200,826,0
1059,VWWB4 2,200,790,0
1060,CLS3 1,50,679,0
1061,ES3 4,150,684,0
1062,AB3 7,125,781,0
1063,ER1 1,150,64,0
1064,CLWB1 1,25,436,0
1065,EC2 3,75,987,0
1066,IGNH1 2,100,96,0
1067,DWA5 2,200,998,0
1068,MHWB4 3,50,849,0
1069,CLNB2 3,125,123,0
1070,AR1 4,150,129,0
1071,DWH3 2,200,314,0
1072,JAC3 1,50,446,0
1073,CMLH3 2,75,989,0
1074,ESB3 3,100,407,0
1075,CLC2 3,100,145,0
1076,PC5 1,25,794,0
1077,PNB2 2,150,203,0
1078,FNB2 1,75,538,0
1079,IGNV2 1,25,576,0
1080,JAR6 1,150,819,0
1081,SS3 1,100,552,0
1082,JAR5 2,75,710,0
1083,MHL3 3,75,383,0
1084,CAPNB1 3,75,102,0
1085,AL2 2,100,650,0
1086,CB2 1,75,863,0
1087,CAPG4 2,175,553,0
1088,HA4 2,100,878,0
1089,MAC4 2,25,285,0
1090,MAL7 2,175,982,0
1091,FG3 2,175,303,0
1092,MHV3 1,175,922,0
1093,CH7 2,200,915,0
1094,SWB2 2,150,479,0
1095,FSB1 1,125,139,0
1096,MA1 3,50,0,0
1097,AV1 4,125,257,0
1098,CLS1 2,50,213,0
1099,MHL1 3,175,60,0
1100,MEB1 6,75,143,0
1101,CLS2 1,75,492,0
1102,HL5 1,100,782,0
1103,MAC5 1,75,400,0
1104,MAL4 2,175,661,0
1105,MAC5 2,100,400,0
1106,CWB1 2,150,254,0
1107,CLV1 2,100,72,0
1108,FH3 2,125,986,0
1109,MEB1 7,175,143,0
1110,HLH1 2,75,126,0
1111,CAPA4 2,200,210,0
1112,CLC2 4,125,145,0
1113,MHL4 3,150,778,0
1114,AH1 4,50,11,0
1115,DPH8 2,125,533,0
1116,CLH2 2,50,536,0
1117,VWWB4 3,200,790,0
1118,MANB1 2,200,237,0
1119,MHS1 1,50,305,0
1120,MV2 2,200,554,0
1121,CA1 2,50,157,0
1122,EA5 2,150,901,0
1123,CMG3 3,125,896,0
1124,MB5 2,25,972,0
1125,CML2 1,125,390,0
1126,CLLH2 1,200,115,0
1127,CLWB1 2,75,436,0
1128,CMS4 2,200,897,0
1129,FWB8 2,125,776,0
1130,DWH1 5,50,230,0
1131,CLNB1 2,150,90,0
1132,CEB2 2,200,247,0
1133,PEB2 3,175,856,0
1134,EC1 2,25,431,0
1135,EG5 2,50,653,0
1136,HSB5 1,125,885,0
1137,CAPC4 1,125,862,0
1138,HEB4 2,125,926,0
1139,EG6 1,150,655,0
1140,EG3 3,125,429,0
1141,PWB2 4,50,365,0
1142,PA1 1,50,13,0
1143,AG4 2,200,730,0
1144,JAR1 2,200,248,0
1145,DWNB2 2,175,226,0
1146,MHC3 1,125,681,0
1147,CLC1 2,200,106,0
1148,DWR2 5,175,574,0
1149,CMC1 6,175,621,0
1150,MAH2 2,50,43,0
1151,ESB5 2,50,604,0
1152,CMV2 2,50,589,0
1153,CH1 4,100,120,0
1154,EA2 2,175,369,0
1155,PA5 1,175,834,0
1156,CMWB4 1,25,735,0
1157,SLH2 4,200,355,0
1158,PS4 2,200,872,0
1159,DPC3 5,25,587,0
1160,AV4 4,175,962,0
1161,AC3 3,175,832,0
1162,FSB4 2,25,685,0
1163,DPA1 2,75,221,0
1164,ELH2 4,150,24,0
1165,VWL1 2,125,101,0
1166,HV4 1,175,942,0
1167,MHS2 2,25,821,0
1168,MAR3 2,200,746,0
1169,HV3 1,125,869,0
1170,CC1 2,150,367,0
1171,DPL3 3,100,360,0
1172,PR3 2,200,283,0
1173,HL6 1,25,802,0
1174,SNB2 4,200,332,0
1175,CLSB3 2,125,715,0
1176,AH4 1,75,787,0
1177,FEB1 2,150,214,0
1178,SNB6 3,175,758,0
1179,ALH7 1,150,771,0
1180,HSB4 3,75,799,0
1181,CAPS5 2,200,864,0
1182,FG4 1,50,877,0
1183,VWL4 2,150,341,0
1184,SC3 3,100,631,0
1185,CAPS2 2,125,324,0
1186,FLH1 1,50,103,0
1187,CWB3 1,175,654,0
1188,CLV2 2,200,320,0
1189,CWB3 2,75,654,0
1190,CAPB4 1,175,774,0
1191,MAG2 1,125,207,0
1192,JALH1 3,200,876,0
1193,VWR1 1,150,359,0
1194,DWSB3 2,200,825,0
1195,CLB5 2,150,917,0
1196,FR3 2,75,772,0
1197,MAL7 3,75,982,0
1198,MHLH1 4,25,330,0
1199,FG1 3,100,114,0
1200,DWV1 2,125,595,0
1201,FL4 2,125,930,0
1202,CAPB4 2,75,774,0
1203,ESB3 4,50,407,0
1204,PNB2 3,50,203,0
1205,FA2 3,175,92,0
1206,PS4 3,125,872,0
1207,CAPG3 1,150,149,0
1208,SS2 2,150,545,0
1209,SL1 2,75,406,0
1210,MAWB2 3,175,943,0
1211,CLC1 3,125,106,0
1212,FWB4 2,50,628,0
1213,SLH1 3,100,331,0
1214,EWB3 1,25,453,0
1215,HLH3 2,75,251,0
1216,MV3 1,125,683,0
1217,MHR1 4,200,26,0
1218,MC2 4,100,229,0
1219,HLH3 3,100,251,0
1220,PL2 1,100,450,0
1221,IGNEB1 1,25,148,0
1222,FG3 3,100,303,0
1223,EC2 4,25,987,0
1224,HA4 3,200,878,0
1225,MAB3 2,200,858,0
1226,CH3 1,100,424,0
1227,AA1 4,75,422,0
1228,FNB3 1,175,868,0
1229,MHNB3 1,175,642,0
1230,MLH5 1,125,764,0
1231,JAC4 4,150,723,0
1232,CR1 5,125,822,0
1233,VWC2 4,150,441,0
1234,JAV1 2,100,373,0
1235,FA3 4,150,327,0
1236,DPNB1 2,75,78,0
1237,IGNS1 2,100,329,0
1238,JAC5 3,75,814,0
1239,MAL1 1,200,98,0
1240,AA2 4,150,548,0
1241,VWL2 1,100,107,0
1242,CMV3 3,150,737,0
1243,JAS3 2,100,734,0
1244,MAS3 3,125,476,0
1245,DPC4 2,25,588,0
1246,AA4 4,200,471,0
1247,CNB5 1,175,509,0
1248,SC1 2,75,66,0
1249,ELH1 2,200,22,0
1250,HV2 1,25,572,0
1251,CLB5 3,150,917,0
1252,CAPNB3 3,75,488,0
1253,FH1 1,150,65,0
1254,SC1 3,125,66,0
1255,JAC2 2,125,583,0
1256,CLR5 2,25,970,0
1257,AG4 3,200,730,0
1258,VWC2 5,75,441,0
1259,CLV3 1,100,405,0
1260,FWB5 1,200,677,0
1261,CAPC3 3,125,317,0
1262,CMH2 4,100,338,0
1263,JAC2 3,175,583,0
1264,HB2 1,150,147,0
1265,JAH5 2,25,883,0
1266,MC5 7,25,994,0
1267,MA5 3,150,729,0
1268,HS1 2,50,601,0
1269,CLSB5 1,50,793,0
1270,FWB4 3,50,628,0
1271,CLEB3 1,175,542,0
1272,DPC2 3,75,747,0
1273,CSB2 2,100,750,0
1274,CWB1 3,75,254,0
1275,VWR3 3,75,855,0
1276,MAA1 3,200,30,0
1277,MAR3 3,50,746,0
1278,MS1 3,50,339,0
1279,IGNH1 3,175,96,0
1280,DPC3 6,175,587,0
1281,PNB4 2,175,824,0
1282,CML2 2,200,390,0
1283,HB1 3,150,141,0
1284,AV2 2,50,187,0
1285,CAPWB1 4,150,318,0
1286,AA1 5,175,181,0
1287,AV6 1,125,900,0
1288,SSB1 1,50,511,0
1289,EH1 2,125,188,0
1290,CLV4 3,100,411,0
1291,FC3 2,150,232,0
1292,CAPH4 1,50,662,0
1293,IGNC2 3,200,347,0
1294,CLR4 3,50,769,0
1295,CLH2 3,125,536,0
1296,MASB1 2,25,20,0
1297,ASB1 2,25,570,0
1298,CH6 2,150,699,0
1299,IGNB2 3,75,97,0
1300,AB1 5,25,1,0
1301,DPSB1 1,150,4,0
1302,MAS2 2,125,393,0
1303,SNB1 3,150,28,0
1304,SEB3 2,50,879,0
1305,ES4 2,75,978,0
1306,MHL2 2,200,193,0
1307,IGNG2 3,100,186,0
1308,DWL2 1,150,999,0
1309,MHEB2 4,75,99,0
1310,DPV2 1,150,614,0
1311,DPC3 7,75,587,0
1312,CAPL2 1,200,912,0
1313,JAC4 5,75,723,0
1314,CAPNB4 3,75,519,0
1315,VWNB2 2,200,833,0
1316,SC1 4,25,31,0
1317,SB4 1,50,957,0
1318,PSB2 2,125,826,0
1319,SB4 2,125,957,0
1320,CMH1 1,150,110,0
1321,CH6 3,75,699,0
1322,ESB5 3,75,604,0
1323,DPR3 2,50,921,0
1324,CNB5 2,100,509,0
1325,VWH1 1,75,617,0
1326,PC4 1,150,627,0
1327,MHS3 1,200,960,0
1328,MHR5 3,175,950,0
1329,HL6 2,200,802,0
1330,MWB4 1,50,966,0
1331,ES3 5,50,684,0
1332,MWB1 1,100,346,0
1333,HC1 2,75,374,0
1334,CLSB2 1,200,245,0
1335,AEB1 4,175,192,0
1336,PWB1 2,150,42,0
1337,MHL1 4,200,60,0
1338,DWC3 1,50,830,0
1339,FNB3 2,50,868,0
1340,CLS3 2,150,679,0
1341,MHV4 1,175,933,0
1342,FWB7 4,100,775,0
1343,DPNB3 5,150,289,0
1344,JAS1 1,200,138,0
1345,AB3 8,100,781,0
1346,MHH1 2,175,299,0
1347,CAPEB3 2,175,413,0
1348,CL1 2,50,386,0
1349,CC4 2,25,502,0
1350,EB1 1,50,503,0
1351,IGNS1 3,200,329,0
1352,MEB4 3,175,624,0
1353,AH1 5,200,313,0
1354,IGNV3 2,125,805,0
1355,CAPS4 2,25,789,0
1356,MC3 3,25,540,0
1357,AEB1 5,50,192,0
1358,DWH3 3,75,314,0
1359,MHLH2 1,150,656,0
1360,MAC4 3,25,756,0
1361,PWB4 1,25,547,0
1362,ASB1 3,125,48,0
1363,AV3 1,100,394,0
1364,DPL3 4,25,360,0
1365,IGNWB3 2,175,843,0
1366,MAC4 4,75,756,0
1367,VWWB3 3,150,520,0
1368,DPS3 1,25,697,0
1369,MAB4 5,100,932,0
1370,VWL1 3,200,101,0
1371,MB5 3,75,972,0
1372,AL3 2,100,913,0
1373,MA5 4,150,729,0
1374,VWV1 3,100,74,0
1375,CLG2 3,100,507,0
1376,DPS2 3,25,584,0
1377,FWB1 2,175,46,0
1378,CAPA4 3,50,210,0
1379,DPB6 2,125,946,0
1380,DPSB1 2,100,4,0
1381,CMS3 2,150,675,0
1382,AA1 6,175,181,0
1383,MASB5 1,100,846,0
1384,CAPWB2 2,175,380,0
1385,HNB1 1,75,45,0
1386,CLC2 5,100,145,0
1387,DPNB4 2,125,636,0
1388,CML4 1,175,903,0
1389,HR5 1,125,696,0
1390,JAL2 1,125,209,0
1391,CMR2 2,25,419,0
1392,DPH6 3,175,425,0
1393,CL1 3,125,386,0
1394,CAPC4 2,100,862,0
1395,MNB2 1,200,836,0
1396,CC2 1,25,259,0
1397,IGNR2 2,175,641,0
1398,PWB1 3,200,42,0
1399,VWS1 4,100,131,0
1400,CLV1 3,50,72,0
1401,DWNB1 2,75,118,0
1402,CAPSB3 1,200,923,0
1403,MG1 4,75,68,0
1404,IGNS2 2,150,549,0
1405,VWEB1 1,125,171,0
1406,ES4 3,175,978,0
1407,CLH1 3,125,291,0
1408,CLH1 4,125,291,0
1409,EC1 3,50,111,0
1410,VWG3 1,100,404,0
1411,AC5 4,50,973,0
1412,AC4 1,200,568,0
1413,MAH3 2,75,205,0
1414,CLC3 1,25,530,0
1415,CG1 2,200,480,0
1416,EC1 4,50,111,0
1417,IGNB3 3,25,234,0
1418,CAPR4 2,175,853,0
1419,EH1 3,50,188,0
1420,CB1 4,50,780,0
1421,CEB2 3,175,247,0
1422,DWS3 1,150,630,0
1423,DWS2 4,75,448,0
1424,SNB3 1,25,452,0
1425,IGNC4 2,100,678,0
1426,CMV4 2,100,786,0
1427,CLSB4 1,150,742,0
1428,CNB2 1,25,44,0
1429,MASB7 2,75,971,0
1430,PC2 3,125,349,0
1431,MAWB2 4,75,943,0
1432,DPH4 1,200,358,0
1433,MAH3 3,25,205,0
1434,MAC5 3,175,400,0
1435,MAB1 1,125,156,0
1436,CMLH2 2,50,517,0
1437,DWH1 6,75,230,0
1438,MHNB3 2,100,642,0
1439,DPWB1 1,200,343,0
1440,DPH1 1,200,25,0
1441,CAPG2 1,100,71,0
1442,CML3 1,125,616,0
1443,ASB1 4,75,570,0
1444,CMC1 7,150,146,0
1445,CAPG1 1,50,58,0
1446,MAH4 2,50,701,0
1447,CMR2 3,25,419,0
1448,DWR4 2,75,633,0
1449,PNB3 3,150,741,0
1450,PEB1 2,25,379,0
1451,CMC1 8,50,146,0
1452,DPLH3 3,100,700,0
1453,PR1 3,175,6,0
1454,FB1 3,25,3,0
1455,VWNB2 3,175,833,0
1456,AH4 2,50,787,0
1457,FG4 2,100,877,0
1458,CB1 5,25,780,0
1459,PH2 3,50,577,0
1460,MASB1 3,200,20,0
1461,HSB6 2,175,959,0
1462,DPNB3 6,175,289,0
1463,HSB2 2,100,460,0
1464,CH6 4,200,699,0
1465,PC4 2,125,627,0
1466,SEB1 3,200,353,0
1467,IGNC3 1,75,490,0
1468,VWC4 1,150,465,0
1469,MC2 5,75,229,0
1470,PR4 2,75,293,0
1471,FH3 3,175,986,0
1472,VWB1 2,75,263,0
1473,JAS2 2,25,376,0
1474,ESB4 1,125,442,0
1475,HB2 2,25,147,0
1476,HNB2 3,175,470,0
1477,AG2 3,100,727,0
1478,CLV4 4,75,411,0
1479,MC5 8,150,860,0
1480,CLS1 3,175,213,0
1481,EC1 5,175,431,0
1482,AA4 5,200,471,0
1483,VWA3 2,175,454,0
1484,IGNSB2 1,150,474,0
1485,VWV2 5,150,345,0
1486,MHC3 2,175,681,0
1487,PC1 3,100,136,0
1488,HLH3 4,100,251,0
1489,MA5 5,100,729,0
1490,AG3 1,100,582,0
1491,CLR5 3,150,970,0
1492,DPR3 3,200,921,0
1493,DWC1 3,175,561,0
1494,MHL3 4,125,383,0
1495,CLSB1 3,175,218,0
1496,MHEB3 3,200,144,0
1497,EC1 6,200,111,0
1498,CAPSB1 3,175,307,0
1499,ALH1 2,100,52,0
1500,CLLH3 2,150,222,0
1501,EB2 1,75,564,0
1502,CMS3 3,175,675,0
1503,HSB6 3,175,959,0
1504,AS1 2,200,184,0
1505,ELH2 5,100,24,0
1506,IGNEB3 1,75,395,0
1507,CAPA5 3,75,279,0
1508,MHLH2 2,175,656,0
1509,DPC4 3,100,588,0
1510,MAC2 3,175,154,0
1511,CAPS2 3,200,324,0
1512,HLH3 5,75,251,0
1513,CB1 6,200,780,0
1514,IGNC1 1,25,323,0
1515,MHC4 1,50,692,0
1516,IGNV3 3,50,805,0
1517,DPL2 1,25,87,0
1518,PNB1 1,25,8,0
1519,MS1 4,50,339,0
1520,CLV2 3,150,320,0
1521,MAG2 2,75,207,0
1522,JAA2 3,100,980,0
1523,DWH3 4,50,314,0
1524,CC2 2,150,371,0
1525,MR1 2,200,597,0
1526,DWWB3 5,150,486,0
1527,MA4 1,75,720,0
1528,PB1 2,125,296,0
1529,FLH1 2,75,103,0
1530,MHV3 2,75,922,0
1531,HLH2 3,175,167,0
1532,EV1 3,175,121,0
1533,CAPA2 2,200,162,0
1534,IGNEB5 4,125,716,0
1535,CEB3 3,100,706,0
1536,DWL2 2,50,999,0
1537,CLS3 3,75,679,0
1538,ML2 2,200,931,0
1539,MHEB2 5,25,99,0
1540,JAS1 2,175,138,0
1541,MASB4 3,175,484,0
1542,CAPNB3 4,75,488,0
1543,JAEB2 7,25,785,0
1544,CAPC1 3,150,600,0
1545,HLH4 1,200,953,0
1546,IGNB4 3,75,598,0
1547,CMS2 1,25,458,0
1548,CH8 3,200,993,0
1549,AC2 4,150,969,0
1550,FEB6 2,150,906,0
1551,DPL2 2,150,87,0
1552,CLLH1 1,75,70,0
1553,JAS1 3,125,138,0
1554,ELH4 2,175,693,0
1555,AR1 5,75,938,0
1556,SC2 3,100,113,0
1557,HSB7 1,150,984,0
1558,MHH1 3,50,299,0
1559,MAG3 3,200,363,0
1560,CNB1 4,175,16,0
1561,MAC3 4,150,173,0
1562,AG6 1,125,871,0
1563,MHA3 2,125,196,0
1564,SLH4 1,25,532,0
1565,MAG4 4,150,501,0
1566,CAPL3 3,75,927,0
1567,SB1 1,100,53,0
1568,EWB4 1,125,717,0
1569,AWB2 3,200,269,0
1570,VWLH3 2,150,443,0
1571,CAPS1 2,125,41,0
1572,PWB5 3,200,767,0
1573,CMS3 4,50,675,0
1574,AG1 4,25,340,0
1575,AS1 3,25,133,0
1576,FWB6 2,25,752,0
1577,HEB3 2,175,309,0
1578,PH1 2,200,204,0
1579,CH2 3,175,389,0
1580,ENB1 2,125,36,0
1581,CMG1 1,175,713,0
1582,DPWB1 2,150,343,0
1583,CR1 6,175,822,0
1584,JAC2 4,150,416,0
1585,AWB1 1,150,135,0
1586,VWV4 1,125,736,0
1587,HV1 3,100,565,0
1588,DPC2 4,125,500,0
1589,HEB2 1,50,273,0
1590,CG5 2,200,935,0
1591,DPEB1 3,50,940,0
1592,PNB4 3,150,824,0
1593,JAV2 3,50,882,0
1594,EG1 2,75,23,0
1595,DWSB3 3,50,825,0
1596,JAR1 3,50,248,0
1597,AA1 7,150,181,0
1598,SC1 5,75,66,0
1599,CAPLH3 2,100,585,0
1600,DPSB8 1,50,797,0
1601,CLV7 1,50,884,0
1602,CEB1 1,25,9,0
1603,CMH3 1,150,754,0
1604,DPR2 5,50,891,0
1605,SV1 2,200,159,0
1606,JAWB2 4,150,646,0
1607,EB3 2,50,804,0
1608,PC4 3,50,627,0
1609,DWEB2 3,75,57,0
1610,PH1 3,50,204,0
1611,CAPA3 2,50,190,0
1612,CMWB4 2,50,735,0
1613,FB1 4,175,3,0
1614,PC6 2,100,810,0
1615,JAC1 5,25,215,0
1616,JAS3 3,50,734,0
1617,FC4 6,150,396,0
1618,FC6 2,100,640,0
1619,CAPR2 2,100,487,0
1620,CLR3 2,200,725,0
1621,DPSB6 3,75,619,0
1622,CG1 3,125,480,0
1623,CAPR3 2,25,749,0
1624,EWB3 2,75,453,0
1625,CAPNB4 4,25,519,0
1626,VWWB1 1,75,81,0
1627,AV7 3,100,997,0
1628,AWB2 4,75,269,0
1629,PEB3 1,100,899,0
1630,IGNEB5 5,50,716,0
1631,CMWB3 2,50,719,0
1632,AEB1 6,75,192,0
1633,FNB3 3,150,868,0
1634,CAPB4 3,100,774,0
1635,HL1 2,175,166,0
1636,AL2 3,125,650,0
1637,FEB5 4,175,615,0
1638,ALH2 3,125,518,0
1639,FC2 5,175,223,0
1640,FC3 3,150,256,0
1641,CNB6 1,100,753,0
1642,ENB3 2,25,543,0
1643,PB2 3,125,670,0
1644,CMEB3 2,75,288,0
1645,SC1 6,25,66,0
1646,ER1 2,200,64,0
1647,AS2 1,25,352,0
1648,MHNB2 1,175,634,0
1649,VWWB1 2,200,81,0
1650,DWEB1 1,50,12,0
1651,DPC1 3,150,326,0
1652,PL4 1,50,714,0
1653,AG3 2,125,582,0
1654,CLLH4 3,150,744,0
1655,MAL3 1,150,461,0
1656,AV4 5,200,760,0
1657,PEB1 3,200,379,0
1658,CAPSB1 4,200,307,0
1659,CLV2 4,100,320,0
1660,ANB1 5,75,233,0
1661,MAH2 3,150,43,0
1662,CMR2 4,200,419,0
1663,EA5 3,200,901,0
1664,SNB2 5,175,332,0
1665,IGNSB2 2,200,474,0
1666,FC5 3,75,463,0
1667,CLC2 6,175,145,0
1668,EG3 4,25,429,0
1669,CMNB3 2,75,894,0
1670,MAR5 3,150,807,0
1671,CML2 3,75,390,0
1672,FSB3 4,150,409,0
1673,AC1 3,175,14,0
1674,PC6 3,75,810,0
1675,MAC2 4,75,154,0
1676,CLLH3 3,50,222,0
1677,CNB1 5,175,16,0
1678,SLH3 3,75,483,0
1679,PR2 3,150,277,0
1680,VWWB2 3,25,202,0
1681,CNB5 3,175,509,0
1682,CAPA2 3,125,162,0
1683,MHWB4 4,125,849,0
1684,ANB1 6,100,233,0
1685,MSB3 1,200,498,0
1686,VWLH3 3,175,443,0
1687,CLR5 4,75,970,0
1688,CV2 2,25,499,0
1689,PA3 1,50,361,0
1690,MG1 5,150,68,0
1691,JAWB3 2,200,722,0
1692,CAPEB5 2,125,622,0
1693,MHEB3 4,100,144,0
1694,MC2 6,200,531,0
1695,CR1 7,100,822,0
1696,MAV3 3,200,426,0
1697,PA1 2,125,13,0
1698,JAWB2 5,75,646,0
1699,MWB1 2,125,346,0
1700,DPLH3 4,175,700,0
1701,CAPC3 4,50,626,0
1702,FV2 2,75,613,0
1703,CLEB3 2,125,542,0
1704,PC2 4,150,349,0
1705,PSB2 3,75,826,0
1706,AC1 4,200,378,0
1707,ER1 3,25,64,0
1708,CAPS3 4,150,457,0
1709,CS1 1,100,427,0
1710,FEB1 3,150,214,0
1711,CLC4 3,100,704,0
1712,ML2 3,150,931,0
1713,JAR4 2,200,649,0
1714,IGNV3 4,125,805,0
1715,AC4 2,150,568,0
1716,DWR3 2,150,591,0
1717,CLSB3 3,100,715,0
1718,CAPSB3 2,75,923,0
1719,CLNB4 2,150,988,0
1720,FV3 1,100,800,0
1721,CLR3 3,100,725,0
1722,AC3 4,100,832,0
1723,DPC2 5,200,500,0
1724,SSB2 2,25,911,0
1725,CLV2 5,50,320,0
1726,MAS2 3,75,393,0
1727,AH3 1,150,638,0
1728,DPL1 1,200,83,0
1729,AL1 3,125,473,0
1730,MG1 6,200,68,0
1731,VWC3 1,100,398,0
1732,PC6 4,125,810,0
1733,DPR1 2,75,728,0
1734,MC3 4,25,372,0
1735,DPV1 1,100,485,0
1736,JAL3 1,25,228,0
1737,DWWB2 4,150,335,0
1738,SS5 3,200,844,0
1739,IGNWB2 2,75,575,0
1740,HL6 3,125,802,0
1741,DWV5 2,150,979,0
1742,PV1 1,150,496,0
1743,DPSB6 4,100,619,0
1744,IGNWB3 3,100,843,0
1745,JAA2 4,50,980,0
1746,ES2 3,25,302,0
1747,CNB6 2,100,753,0
1748,CLH2 4,125,536,0
1749,CWB1 4,175,254,0
1750,CLR2 1,25,433,0
1751,MHS1 2,125,305,0
1752,JAL2 2,75,209,0
1753,FG3 4,25,303,0
1754,CLEB1 4,175,29,0
1755,FS1 1,150,80,0
1756,MAS3 4,75,476,0
1757,CAPS3 5,175,457,0
1758,AC4 3,75,568,0
1759,CAPC2 4,200,608,0
1760,FWB8 3,150,776,0
1761,CMH1 2,125,110,0
1762,MHEB4 1,125,466,0
1763,VWWB2 4,200,202,0
1764,CLH1 5,75,291,0
1765,CAPC1 4,75,600,0
1766,MHLH1 5,25,330,0
1767,HLH1 3,25,126,0
1768,HH3 3,150,888,0
1769,HV1 4,200,565,0
1770,FL1 2,75,377,0
1771,JAWB1 2,175,322,0
1772,EC2 5,25,563,0
1773,CAPEB6 1,175,643,0
1774,MAL4 3,150,661,0
1775,CLV3 2,75,405,0
1776,ESB2 4,25,334,0
1777,AC2 5,125,659,0
1778,SLH1 4,25,331,0
1779,SB3 3,25,904,0
1780,DPC5 2,75,740,0
1781,AH2 2,50,508,0
1782,CMS5 3,50,949,0
1783,MEB1 8,75,143,0
1784,CMV1 1,75,104,0
1785,AV4 6,100,962,0
1786,EA1 2,150,94,0
1787,MHA5 2,150,995,0
1788,MWB1 3,50,346,0
1789,AA1 8,150,422,0
1790,AL1 4,50,768,0
1791,IGNLH3 2,175,504,0
1792,SLH5 3,25,558,0
1793,CLWB2 1,175,537,0
1794,CMWB2 4,175,657,0
1795,ANB2 1,75,711,0
1796,DWC1 4,50,561,0
1797,VWNB2 4,100,833,0
1798,IGNLH2 2,75,459,0
1799,DWNB1 3,125,118,0
1800,FC3 4,100,232,0
1801,DWEB2 4,25,57,0
1802,SB1 2,100,53,0
1803,IGNC3 2,25,490,0
1804,MAH2 4,100,43,0
1805,FWB8 4,100,776,0
1806,MB5 4,75,972,0
1807,CMH5 2,75,977,0
1808,JAH2 3,150,512,0
1809,MHLH1 6,175,330,0
1810,CAPB4 4,175,774,0
